season,yr,mnth,hr,holiday,workingday,weathersit,temp,hum,windspeed,dayOfWeek,days,demand
1,1,3,12,0,0,1,0.34,0.42,0.3582,Sun,423,327
1,1,3,13,0,0,1,0.36,0.37,0.3582,Sun,423,364
1,1,3,14,0,0,1,0.36,0.34,0.3582,Sun,423,332
1,1,3,15,0,0,1,0.36,0.32,0.5224,Sun,423,334
1,1,3,16,0,0,1,0.36,0.29,0.4925,Sun,423,299
1,1,3,17,0,0,1,0.34,0.31,0.5522,Sun,423,263
1,1,3,18,0,0,1,0.32,0.33,0.6119,Sun,423,184
1,1,3,19,0,0,1,0.3,0.36,0.4925,Sun,423,132
1,1,3,20,0,0,1,0.28,0.38,0.2537,Sun,423,88
1,1,3,21,0,0,1,0.28,0.36,0.2239,Sun,423,79
1,1,3,22,0,0,1,0.26,0.41,0.2537,Sun,423,62
1,1,3,23,0,0,1,0.26,0.41,0.19399999999999998,Sun,423,26
1,1,3,0,0,1,1,0.24,0.44,0.19399999999999998,Mon,423,17
1,1,3,1,0,1,1,0.24,0.48,0.1343,Mon,423,6
1,1,3,2,0,1,1,0.24,0.48,0.1343,Mon,424,4
1,1,3,3,0,1,1,0.22,0.51,0.1642,Mon,424,1
1,1,3,4,0,1,1,0.2,0.55,0.0896,Mon,424,1
1,1,3,5,0,1,1,0.2,0.55,0.0896,Mon,424,18
1,1,3,6,0,1,1,0.18,0.59,0.1343,Mon,424,91
1,1,3,7,0,1,1,0.18,0.59,0.1343,Mon,424,260
1,1,3,8,0,1,1,0.2,0.59,0.1045,Mon,424,428
1,1,3,9,0,1,2,0.22,0.6,0.0896,Mon,424,197
1,1,3,10,0,1,2,0.24,0.6,0.0,Mon,424,86
1,1,3,11,0,1,2,0.26,0.56,0.1343,Mon,424,103
1,1,3,12,0,1,2,0.26,0.52,0.0,Mon,424,137
1,1,3,13,0,1,2,0.26,0.55,0.2985,Mon,424,120
1,1,3,14,0,1,2,0.28,0.57,0.3582,Mon,424,128
1,1,3,15,0,1,2,0.3,0.53,0.19399999999999998,Mon,424,130
1,1,3,16,0,1,1,0.3,0.45,0.2985,Mon,424,210
1,1,3,17,0,1,3,0.3,0.45,0.2985,Mon,424,387
1,1,3,18,0,1,3,0.28,0.55,0.6567,Mon,424,375
1,1,3,19,0,1,1,0.26,0.53,0.2239,Mon,424,226
1,1,3,20,0,1,1,0.26,0.37,0.4627,Mon,424,179
1,1,3,21,0,1,1,0.26,0.37,0.3881,Mon,424,120
1,1,3,22,0,1,1,0.24,0.35,0.3284,Mon,424,78
1,1,3,23,0,1,1,0.22,0.37,0.5821,Mon,424,31
1,1,3,0,0,1,1,0.22,0.37,0.2985,Tue,424,8
1,1,3,1,0,1,1,0.2,0.44,0.2537,Tue,424,6
1,1,3,2,0,1,1,0.2,0.44,0.2239,Tue,425,4
1,1,3,3,0,1,1,0.18,0.51,0.2836,Tue,425,1
1,1,3,4,0,1,1,0.18,0.51,0.2985,Tue,425,3
1,1,3,5,0,1,1,0.18,0.51,0.2239,Tue,425,25
1,1,3,6,0,1,1,0.18,0.51,0.1045,Tue,425,102
1,1,3,7,0,1,1,0.16,0.55,0.1343,Tue,425,275
1,1,3,8,0,1,1,0.16,0.59,0.1045,Tue,425,501
1,1,3,9,0,1,1,0.22,0.47,0.0,Tue,425,233
1,1,3,10,0,1,1,0.24,0.44,0.0,Tue,425,129
1,1,3,11,0,1,1,0.26,0.41,0.1642,Tue,425,130
1,1,3,12,0,1,1,0.26,0.41,0.1045,Tue,425,138
1,1,3,13,0,1,1,0.3,0.39,0.1343,Tue,425,164
1,1,3,14,0,1,1,0.32,0.36,0.2239,Tue,425,136
1,1,3,15,0,1,1,0.34,0.36,0.2985,Tue,425,166
1,1,3,16,0,1,1,0.36,0.32,0.2836,Tue,425,250
1,1,3,17,0,1,1,0.36,0.34,0.2836,Tue,425,446
1,1,3,18,0,1,1,0.34,0.42,0.3284,Tue,425,457
1,1,3,19,0,1,1,0.34,0.46,0.2985,Tue,425,287
1,1,3,20,0,1,1,0.32,0.49,0.19399999999999998,Tue,425,187
1,1,3,21,0,1,1,0.32,0.49,0.19399999999999998,Tue,425,148
1,1,3,22,0,1,1,0.28,0.56,0.1642,Tue,425,106
1,1,3,23,0,1,1,0.28,0.61,0.2239,Tue,425,54
1,1,3,0,0,1,1,0.28,0.65,0.2836,Wed,425,15
1,1,3,1,0,1,1,0.3,0.61,0.2985,Wed,425,5
1,1,3,2,0,1,1,0.3,0.56,0.2836,Wed,426,4
1,1,3,3,0,1,1,0.3,0.56,0.3582,Wed,426,3
1,1,3,4,0,1,1,0.28,0.61,0.3284,Wed,426,3
1,1,3,5,0,1,1,0.28,0.56,0.2985,Wed,426,18
1,1,3,6,0,1,1,0.28,0.61,0.3881,Wed,426,108
1,1,3,7,0,1,1,0.26,0.65,0.3881,Wed,426,344
1,1,3,8,0,1,1,0.28,0.61,0.2985,Wed,426,566
1,1,3,9,0,1,1,0.3,0.61,0.3284,Wed,426,264
1,1,3,10,0,1,1,0.36,0.5,0.2985,Wed,426,147
1,1,3,11,0,1,1,0.42,0.38,0.2985,Wed,426,161
1,1,3,12,0,1,1,0.44,0.38,0.3881,Wed,426,215
1,1,3,13,0,1,1,0.5,0.34,0.4179,Wed,426,205
1,1,3,14,0,1,1,0.52,0.36,0.3284,Wed,426,175
1,1,3,15,0,1,1,0.54,0.37,0.4478,Wed,426,209
1,1,3,16,0,1,1,0.56,0.37,0.4179,Wed,426,288
1,1,3,17,0,1,1,0.56,0.43,0.4925,Wed,426,612
1,1,3,18,0,1,1,0.56,0.4,0.4627,Wed,426,544
1,1,3,19,0,1,1,0.54,0.42,0.3582,Wed,426,361
1,1,3,20,0,1,1,0.5,0.51,0.2537,Wed,426,260
1,1,3,21,0,1,1,0.44,0.62,0.2537,Wed,426,188
1,1,3,22,0,1,1,0.46,0.59,0.2985,Wed,426,159
1,1,3,23,0,1,1,0.44,0.62,0.3284,Wed,426,62
1,1,3,0,0,1,1,0.44,0.62,0.3284,Thr,426,46
1,1,3,1,0,1,1,0.46,0.63,0.3284,Thr,426,21
1,1,3,2,0,1,1,0.46,0.63,0.3881,Thr,427,11
1,1,3,3,0,1,1,0.46,0.63,0.3881,Thr,427,3
1,1,3,4,0,1,1,0.44,0.72,0.2836,Thr,427,2
1,1,3,5,0,1,1,0.42,0.77,0.2239,Thr,427,29
1,1,3,6,0,1,1,0.42,0.77,0.2537,Thr,427,109
1,1,3,7,0,1,1,0.42,0.77,0.3582,Thr,427,334
1,1,3,8,0,1,1,0.44,0.77,0.3881,Thr,427,585
1,1,3,9,0,1,1,0.46,0.72,0.4627,Thr,427,301
1,1,3,10,0,1,1,0.5,0.68,0.4627,Thr,427,138
1,1,3,11,0,1,2,0.54,0.6,0.4627,Thr,427,204
1,1,3,12,0,1,2,0.56,0.6,0.4478,Thr,427,251
1,1,3,13,0,1,2,0.6,0.49,0.6418,Thr,427,233
1,1,3,14,0,1,2,0.62,0.43,0.6418,Thr,427,203
1,1,3,15,0,1,1,0.64,0.38,0.6866,Thr,427,185
1,1,3,16,0,1,2,0.62,0.41,0.6418,Thr,427,342
1,1,3,17,0,1,1,0.62,0.38,0.6567,Thr,427,597
1,1,3,18,0,1,2,0.62,0.38,0.5522,Thr,427,590
1,1,3,19,0,1,2,0.6,0.4,0.4478,Thr,427,416
1,1,3,20,0,1,2,0.6,0.43,0.3881,Thr,427,302
1,1,3,21,0,1,1,0.6,0.43,0.3881,Thr,427,233
1,1,3,22,0,1,1,0.56,0.49,0.3284,Thr,427,153
1,1,3,23,0,1,2,0.56,0.49,0.4478,Thr,427,94
1,1,3,0,0,1,2,0.58,0.49,0.4627,Fri,427,54
1,1,3,1,0,1,3,0.56,0.52,0.4925,Fri,427,26
1,1,3,2,0,1,3,0.48,0.77,0.4179,Fri,428,11
1,1,3,3,0,1,1,0.46,0.77,0.5224,Fri,428,7
1,1,3,4,0,1,3,0.4,0.66,0.2836,Fri,428,1
1,1,3,5,0,1,3,0.4,0.66,0.2836,Fri,428,29
1,1,3,6,0,1,2,0.4,0.5,0.3582,Fri,428,85
1,1,3,7,0,1,2,0.38,0.4,0.2985,Fri,428,268
1,1,3,8,0,1,2,0.34,0.42,0.5224,Fri,428,501
1,1,3,9,0,1,2,0.34,0.42,0.5224,Fri,428,284
1,1,3,10,0,1,2,0.34,0.36,0.4925,Fri,428,159
1,1,3,11,0,1,2,0.36,0.34,0.3582,Fri,428,187
1,1,3,12,0,1,1,0.36,0.34,0.4179,Fri,428,201
1,1,3,13,0,1,2,0.38,0.29,0.3881,Fri,428,224
1,1,3,14,0,1,1,0.42,0.28,0.4627,Fri,428,178
1,1,3,15,0,1,1,0.46,0.24,0.2537,Fri,428,238
1,1,3,16,0,1,1,0.48,0.23,0.4179,Fri,428,343
1,1,3,17,0,1,1,0.46,0.24,0.3881,Fri,428,566
1,1,3,18,0,1,1,0.44,0.26,0.5224,Fri,428,470
1,1,3,19,0,1,1,0.42,0.28,0.6119,Fri,428,244
1,1,3,20,0,1,1,0.38,0.32,0.3582,Fri,428,159
1,1,3,21,0,1,1,0.36,0.34,0.3284,Fri,428,141
1,1,3,22,0,1,1,0.34,0.31,0.4925,Fri,428,107
1,1,3,23,0,1,1,0.32,0.33,0.2985,Fri,428,86
1,1,3,0,0,0,1,0.3,0.36,0.3582,Sat,428,77
1,1,3,1,0,0,1,0.3,0.36,0.2537,Sat,428,51
1,1,3,2,0,0,1,0.26,0.41,0.2537,Sat,429,42
1,1,3,3,0,0,1,0.26,0.41,0.2985,Sat,429,16
1,1,3,4,0,0,1,0.24,0.41,0.3582,Sat,429,4
1,1,3,5,0,0,1,0.22,0.42,0.2836,Sat,429,10
1,1,3,6,0,0,1,0.22,0.44,0.2836,Sat,429,12
1,1,3,7,0,0,1,0.22,0.44,0.2537,Sat,429,40
1,1,3,8,0,0,1,0.22,0.44,0.2985,Sat,429,111
1,1,3,9,0,0,1,0.24,0.41,0.3284,Sat,429,148
1,1,3,10,0,0,1,0.26,0.35,0.4179,Sat,429,223
1,1,3,11,0,0,1,0.3,0.33,0.3284,Sat,429,274
1,1,3,12,0,0,1,0.3,0.33,0.3284,Sat,429,329
1,1,3,13,0,0,1,0.32,0.29,0.2836,Sat,429,357
1,1,3,14,0,0,1,0.34,0.27,0.2836,Sat,429,379
1,1,3,15,0,0,1,0.34,0.25,0.0,Sat,429,406
1,1,3,16,0,0,1,0.36,0.23,0.0,Sat,429,390
1,1,3,17,0,0,1,0.36,0.23,0.0,Sat,429,354
1,1,3,18,0,0,1,0.36,0.21,0.0896,Sat,429,297
1,1,3,19,0,0,1,0.34,0.25,0.0,Sat,429,184
1,1,3,20,0,0,1,0.32,0.33,0.1343,Sat,429,121
1,1,3,21,0,0,1,0.3,0.39,0.2239,Sat,429,110
1,1,3,22,0,0,1,0.26,0.44,0.1642,Sat,429,100
1,1,3,23,0,0,1,0.26,0.41,0.19399999999999998,Sat,429,83
1,1,3,0,0,0,1,0.26,0.44,0.0896,Sun,429,69
1,1,3,1,0,0,1,0.24,0.52,0.1642,Sun,429,61
1,1,3,3,0,0,1,0.24,0.6,0.1343,Sun,430,66
1,1,3,4,0,0,1,0.24,0.6,0.1343,Sun,430,22
1,1,3,5,0,0,1,0.24,0.6,0.1642,Sun,430,7
1,1,3,6,0,0,1,0.24,0.7,0.1642,Sun,430,10
1,1,3,7,0,0,1,0.22,0.69,0.1343,Sun,430,17
1,1,3,8,0,0,1,0.22,0.69,0.1343,Sun,430,72
1,1,3,9,0,0,1,0.26,0.6,0.2239,Sun,430,90
1,1,3,10,0,0,1,0.32,0.49,0.2836,Sun,430,218
1,1,3,11,0,0,1,0.36,0.43,0.2836,Sun,430,299
1,1,3,12,0,0,1,0.4,0.37,0.2985,Sun,430,410
1,1,3,13,0,0,1,0.42,0.41,0.2985,Sun,430,464
1,1,3,14,0,0,1,0.46,0.31,0.2836,Sun,430,501
1,1,3,15,0,0,1,0.5,0.29,0.2985,Sun,430,487
1,1,3,16,0,0,1,0.5,0.31,0.3582,Sun,430,509
1,1,3,17,0,0,1,0.52,0.27,0.2985,Sun,430,498
1,1,3,18,0,0,1,0.52,0.29,0.2836,Sun,430,389
1,1,3,19,0,0,1,0.5,0.31,0.2836,Sun,430,258
1,1,3,20,0,0,1,0.44,0.47,0.2239,Sun,430,171
1,1,3,21,0,0,1,0.42,0.54,0.2239,Sun,430,147
1,1,3,22,0,0,1,0.4,0.54,0.19399999999999998,Sun,430,94
1,1,3,23,0,0,1,0.4,0.5,0.1642,Sun,430,52
1,1,3,0,0,1,1,0.38,0.54,0.19399999999999998,Mon,430,24
1,1,3,1,0,1,1,0.38,0.5,0.1343,Mon,430,10
1,1,3,2,0,1,1,0.38,0.54,0.1045,Mon,430,9
1,1,3,3,0,1,1,0.36,0.5,0.1343,Mon,431,2
1,1,3,4,0,1,1,0.34,0.61,0.19399999999999998,Mon,431,3
1,1,3,5,0,1,1,0.34,0.61,0.19399999999999998,Mon,431,16
1,1,3,6,0,1,1,0.34,0.57,0.1045,Mon,431,88
1,1,3,7,0,1,1,0.34,0.53,0.1045,Mon,431,268
1,1,3,8,0,1,1,0.34,0.61,0.1343,Mon,431,564
1,1,3,9,0,1,1,0.38,0.54,0.1642,Mon,431,281
1,1,3,10,0,1,1,0.4,0.5,0.2239,Mon,431,137
1,1,3,11,0,1,1,0.44,0.44,0.2239,Mon,431,150
1,1,3,12,0,1,1,0.48,0.39,0.2239,Mon,431,221
1,1,3,13,0,1,2,0.54,0.32,0.2537,Mon,431,250
1,1,3,14,0,1,2,0.58,0.32,0.2836,Mon,431,221
1,1,3,15,0,1,1,0.56,0.4,0.1343,Mon,431,233
1,1,3,16,0,1,1,0.62,0.35,0.4478,Mon,431,332
1,1,3,17,0,1,2,0.62,0.38,0.4179,Mon,431,644
1,1,3,18,0,1,2,0.6,0.43,0.19399999999999998,Mon,431,712
1,1,3,19,0,1,2,0.56,0.49,0.2239,Mon,431,446
1,1,3,20,0,1,2,0.56,0.49,0.2239,Mon,431,286
1,1,3,21,0,1,2,0.54,0.56,0.2239,Mon,431,205
1,1,3,22,0,1,2,0.56,0.56,0.2239,Mon,431,133
1,1,3,23,0,1,1,0.56,0.56,0.2239,Mon,431,63
1,1,3,0,0,1,2,0.56,0.52,0.19399999999999998,Tue,431,26
1,1,3,1,0,1,2,0.52,0.59,0.2239,Tue,431,16
1,1,3,2,0,1,3,0.52,0.72,0.2985,Tue,431,1
1,1,3,3,0,1,3,0.52,0.72,0.2985,Tue,432,2
1,1,3,4,0,1,2,0.46,0.82,0.19399999999999998,Tue,432,1
1,1,3,5,0,1,2,0.46,0.82,0.19399999999999998,Tue,432,24
1,1,3,6,0,1,3,0.46,0.82,0.19399999999999998,Tue,432,113
1,1,3,7,0,1,2,0.46,0.82,0.2836,Tue,432,308
1,1,3,8,0,1,1,0.46,0.82,0.2836,Tue,432,593
1,1,3,9,0,1,1,0.48,0.82,0.2836,Tue,432,342
1,1,3,10,0,1,1,0.52,0.77,0.2239,Tue,432,143
1,1,3,11,0,1,1,0.54,0.73,0.2836,Tue,432,219
1,1,3,12,0,1,1,0.6,0.6,0.2836,Tue,432,244
1,1,3,13,0,1,1,0.6,0.6,0.3881,Tue,432,233
1,1,3,14,0,1,1,0.64,0.53,0.3284,Tue,432,212
1,1,3,15,0,1,1,0.7,0.39,0.2239,Tue,432,264
1,1,3,16,0,1,1,0.72,0.34,0.3881,Tue,432,365
1,1,3,17,0,1,1,0.7,0.37,0.1045,Tue,432,676
1,1,3,18,0,1,1,0.7,0.34,0.2985,Tue,432,734
1,1,3,19,0,1,1,0.64,0.47,0.2239,Tue,432,479
1,1,3,20,0,1,1,0.6,0.49,0.1642,Tue,432,351
1,1,3,21,0,1,1,0.58,0.56,0.1045,Tue,432,244
1,1,3,22,0,1,1,0.56,0.6,0.0896,Tue,432,170
1,1,3,23,0,1,1,0.56,0.56,0.1343,Tue,432,87
1,1,3,0,0,1,1,0.54,0.6,0.1045,Wed,432,39
1,1,3,1,0,1,1,0.52,0.63,0.0896,Wed,432,27
1,1,3,2,0,1,1,0.5,0.68,0.19399999999999998,Wed,432,2
1,1,3,3,0,1,1,0.48,0.72,0.19399999999999998,Wed,433,4
1,1,3,4,0,1,1,0.48,0.67,0.0896,Wed,433,5
1,1,3,5,0,1,1,0.44,0.82,0.1343,Wed,433,27
1,1,3,6,0,1,1,0.44,0.82,0.0896,Wed,433,121
1,1,3,7,0,1,1,0.44,0.82,0.1045,Wed,433,368
1,1,3,8,0,1,1,0.44,0.82,0.0,Wed,433,662
1,1,3,9,0,1,1,0.52,0.68,0.0,Wed,433,351
1,1,3,10,0,1,1,0.56,0.56,0.1045,Wed,433,188
1,1,3,11,0,1,2,0.62,0.41,0.1642,Wed,433,220
1,1,3,12,0,1,2,0.64,0.29,0.0,Wed,433,267
1,1,3,13,0,1,1,0.66,0.27,0.2239,Wed,433,254
1,1,3,14,0,1,1,0.7,0.23,0.3284,Wed,433,224
1,1,3,15,0,1,1,0.7,0.24,0.0,Wed,433,283
1,1,3,16,0,1,1,0.72,0.25,0.19399999999999998,Wed,433,356
1,1,3,17,0,1,1,0.7,0.28,0.0896,Wed,433,782
1,1,3,18,0,1,1,0.7,0.32,0.0,Wed,433,749
1,1,3,19,0,1,1,0.64,0.33,0.1642,Wed,433,472
1,1,3,20,0,1,1,0.62,0.35,0.1045,Wed,433,330
1,1,3,21,0,1,1,0.6,0.4,0.0896,Wed,433,288
1,1,3,22,0,1,1,0.52,0.55,0.1343,Wed,433,202
1,1,3,23,0,1,1,0.56,0.43,0.1642,Wed,433,91
1,1,3,0,0,1,1,0.54,0.49,0.1343,Thr,433,60
1,1,3,1,0,1,1,0.5,0.59,0.1045,Thr,433,23
1,1,3,2,0,1,1,0.5,0.59,0.0,Thr,433,19
1,1,3,3,0,1,1,0.5,0.63,0.0,Thr,434,7
1,1,3,4,0,1,1,0.44,0.77,0.1045,Thr,434,14
1,1,3,5,0,1,1,0.46,0.67,0.0,Thr,434,26
1,1,3,6,0,1,1,0.44,0.72,0.0896,Thr,434,117
1,1,3,7,0,1,1,0.44,0.72,0.0896,Thr,434,381
1,1,3,8,0,1,1,0.44,0.77,0.1045,Thr,434,623
1,1,3,9,0,1,1,0.48,0.77,0.0896,Thr,434,315
1,1,3,10,0,1,1,0.52,0.68,0.1045,Thr,434,164
1,1,3,11,0,1,1,0.56,0.6,0.1343,Thr,434,211
1,1,3,12,0,1,2,0.62,0.5,0.1343,Thr,434,265
1,1,3,13,0,1,2,0.66,0.41,0.0896,Thr,434,273
1,1,3,14,0,1,2,0.72,0.3,0.1045,Thr,434,258
1,1,3,15,0,1,1,0.72,0.32,0.2239,Thr,434,287
1,1,3,16,0,1,1,0.72,0.37,0.3881,Thr,434,426
1,1,3,17,0,1,1,0.7,0.39,0.2537,Thr,434,713
1,1,3,18,0,1,1,0.66,0.44,0.2836,Thr,434,746
1,1,3,19,0,1,2,0.64,0.5,0.19399999999999998,Thr,434,425
1,1,3,20,0,1,2,0.58,0.6,0.3582,Thr,434,330
1,1,3,21,0,1,1,0.54,0.68,0.2836,Thr,434,243
1,1,3,22,0,1,1,0.52,0.68,0.1343,Thr,434,169
1,1,3,23,0,1,1,0.48,0.72,0.19399999999999998,Thr,434,97
1,1,3,0,0,1,1,0.44,0.77,0.2537,Fri,434,57
1,1,3,1,0,1,2,0.42,0.82,0.3284,Fri,434,26
1,1,3,2,0,1,2,0.42,0.82,0.19399999999999998,Fri,434,4
1,1,3,3,0,1,2,0.4,0.87,0.2836,Fri,435,3
1,1,3,4,0,1,2,0.4,0.87,0.2537,Fri,435,3
1,1,3,5,0,1,2,0.4,0.87,0.2239,Fri,435,32
1,1,3,6,0,1,2,0.4,0.87,0.1642,Fri,435,99
1,1,3,7,0,1,2,0.4,0.87,0.19399999999999998,Fri,435,278
1,1,3,8,0,1,2,0.4,0.87,0.2239,Fri,435,562
1,1,3,9,0,1,2,0.42,0.82,0.0,Fri,435,312
1,1,3,10,0,1,2,0.4,0.87,0.0896,Fri,435,180
1,1,3,11,0,1,2,0.44,0.77,0.0,Fri,435,207
1,1,3,12,0,1,2,0.44,0.82,0.1343,Fri,435,294
1,1,3,13,0,1,2,0.46,0.77,0.0896,Fri,435,260
1,1,3,14,0,1,2,0.48,0.72,0.0,Fri,435,202
1,1,3,15,0,1,3,0.46,0.82,0.1045,Fri,435,107
1,1,3,16,0,1,3,0.48,0.77,0.0,Fri,435,129
1,1,3,17,0,1,3,0.48,0.82,0.0896,Fri,435,258
1,1,3,18,0,1,3,0.48,0.82,0.0896,Fri,435,408
1,1,3,19,0,1,2,0.46,0.88,0.0,Fri,435,296
1,1,3,20,0,1,1,0.46,0.88,0.0,Fri,435,235
1,1,3,21,0,1,2,0.44,0.94,0.0,Fri,435,152
1,1,3,22,0,1,2,0.44,0.94,0.0,Fri,435,148
1,1,3,23,0,1,2,0.44,0.94,0.0,Fri,435,126
1,1,3,0,0,0,2,0.44,0.94,0.0896,Sat,435,100
1,1,3,1,0,0,2,0.44,0.94,0.0,Sat,435,69
1,1,3,2,0,0,2,0.44,0.88,0.0,Sat,435,42
1,1,3,3,0,0,2,0.44,0.88,0.0,Sat,436,26
1,1,3,4,0,0,2,0.42,0.94,0.0,Sat,436,2
1,1,3,5,0,0,2,0.42,0.94,0.0896,Sat,436,8
1,1,3,6,0,0,2,0.42,0.94,0.19399999999999998,Sat,436,30
1,1,3,7,0,0,2,0.4,1.0,0.1343,Sat,436,86
1,1,3,8,0,0,2,0.42,0.94,0.1045,Sat,436,218
1,1,3,9,0,0,2,0.44,0.88,0.0896,Sat,436,321
1,1,3,10,0,0,2,0.5,0.77,0.0896,Sat,436,443
1,1,3,11,0,0,2,0.52,0.77,0.1343,Sat,436,585
1,1,3,12,0,0,1,0.56,0.68,0.1642,Sat,436,651
1,1,3,13,0,0,1,0.6,0.6,0.1045,Sat,436,686
1,1,3,14,0,0,1,0.62,0.53,0.0896,Sat,436,690
1,1,3,15,0,0,1,0.64,0.53,0.1343,Sat,436,679
1,1,3,16,0,0,1,0.64,0.5,0.0,Sat,436,685
1,1,3,17,0,0,1,0.64,0.5,0.1343,Sat,436,648
1,1,3,18,0,0,1,0.62,0.57,0.2985,Sat,436,560
1,1,3,19,0,0,1,0.58,0.64,0.2836,Sat,436,417
1,1,3,20,0,0,1,0.56,0.64,0.19399999999999998,Sat,436,271
1,1,3,21,0,0,1,0.54,0.68,0.1642,Sat,436,223
1,1,3,22,0,0,1,0.54,0.68,0.0,Sat,436,211
1,1,3,23,0,0,1,0.5,0.77,0.1642,Sat,436,185
1,1,3,0,0,0,1,0.46,0.88,0.19399999999999998,Sun,436,107
1,1,3,1,0,0,1,0.46,0.82,0.1343,Sun,436,113
1,1,3,2,0,0,2,0.46,0.82,0.1045,Sun,436,56
1,1,3,3,0,0,2,0.44,0.88,0.1343,Sun,437,18
1,1,3,4,0,0,2,0.42,0.94,0.1642,Sun,437,14
1,1,3,5,0,0,2,0.4,0.94,0.1045,Sun,437,6
1,1,3,6,0,0,2,0.4,0.94,0.1045,Sun,437,11
1,1,3,7,0,0,3,0.42,0.88,0.1642,Sun,437,42
1,1,3,8,0,0,2,0.42,0.88,0.1045,Sun,437,96
1,1,3,9,0,0,2,0.42,0.88,0.0896,Sun,437,178
1,1,3,10,0,0,2,0.42,0.88,0.1045,Sun,437,351
1,1,3,11,0,0,2,0.44,0.82,0.1642,Sun,437,368
1,1,3,12,0,0,2,0.44,0.88,0.1343,Sun,437,503
1,1,3,13,0,0,2,0.46,0.82,0.1642,Sun,437,544
1,1,3,14,0,0,2,0.5,0.77,0.0896,Sun,437,521
1,1,3,15,0,0,1,0.54,0.68,0.0896,Sun,437,554
1,1,3,16,0,0,1,0.54,0.73,0.0896,Sun,437,541
1,1,3,17,0,0,1,0.56,0.64,0.0896,Sun,437,541
1,1,3,18,0,0,1,0.56,0.64,0.1642,Sun,437,459
1,1,3,19,0,0,1,0.56,0.64,0.1642,Sun,437,352
1,1,3,20,0,0,1,0.52,0.77,0.1343,Sun,437,198
1,1,3,21,0,0,1,0.52,0.72,0.0896,Sun,437,173
1,1,3,22,0,0,1,0.5,0.77,0.1045,Sun,437,100
1,1,3,23,0,0,1,0.48,0.82,0.1642,Sun,437,46
1,1,3,0,0,1,1,0.48,0.82,0.1045,Mon,437,23
1,1,3,1,0,1,1,0.46,0.88,0.1045,Mon,437,15
1,1,3,2,0,1,1,0.46,0.88,0.1642,Mon,437,8
1,1,3,3,0,1,1,0.46,0.88,0.0896,Mon,438,2
1,1,3,4,0,1,1,0.44,0.94,0.0,Mon,438,3
1,1,3,5,0,1,1,0.44,0.94,0.0,Mon,438,31
1,1,3,6,0,1,1,0.46,0.88,0.1343,Mon,438,120
1,1,3,7,0,1,1,0.46,0.88,0.19399999999999998,Mon,438,354
1,1,3,8,0,1,1,0.46,0.88,0.1045,Mon,438,579
1,1,3,9,0,1,1,0.5,0.72,0.1642,Mon,438,331
1,1,3,10,0,1,1,0.52,0.72,0.1343,Mon,438,184
1,1,3,11,0,1,1,0.56,0.68,0.1642,Mon,438,201
1,1,3,12,0,1,1,0.6,0.64,0.2537,Mon,438,282
1,1,3,13,0,1,1,0.62,0.61,0.2537,Mon,438,263
1,1,3,14,0,1,2,0.64,0.57,0.19399999999999998,Mon,438,260
1,1,3,15,0,1,1,0.64,0.57,0.2239,Mon,438,286
1,1,3,16,0,1,1,0.66,0.5,0.2239,Mon,438,385
1,1,3,17,0,1,1,0.64,0.53,0.2239,Mon,438,721
1,1,3,18,0,1,1,0.64,0.57,0.2537,Mon,438,801
1,1,3,19,0,1,1,0.62,0.61,0.2239,Mon,438,549
1,1,3,20,0,1,1,0.6,0.64,0.2239,Mon,438,330
1,1,3,21,0,1,1,0.6,0.64,0.1642,Mon,438,223
1,1,3,22,0,1,2,0.56,0.73,0.1642,Mon,438,148
1,1,3,23,0,1,2,0.56,0.78,0.1343,Mon,438,54
1,1,3,0,0,1,2,0.56,0.78,0.0896,Tue,438,29
1,1,3,1,0,1,1,0.54,0.88,0.0,Tue,438,15
1,1,3,2,0,1,1,0.54,0.88,0.0896,Tue,438,10
1,1,3,3,0,1,2,0.54,0.88,0.0,Tue,439,3
1,1,3,4,0,1,2,0.52,0.88,0.1343,Tue,439,6
1,1,3,5,0,1,2,0.52,0.94,0.0,Tue,439,20
1,1,3,6,0,1,2,0.52,0.94,0.1642,Tue,439,100
1,1,3,7,0,1,3,0.52,0.94,0.2239,Tue,439,170
1,1,3,8,0,1,2,0.52,0.88,0.1045,Tue,439,516
1,1,3,9,0,1,2,0.54,0.88,0.1642,Tue,439,325
1,1,3,10,0,1,1,0.54,0.88,0.19399999999999998,Tue,439,163
1,1,3,11,0,1,1,0.58,0.83,0.1343,Tue,439,230
1,1,3,12,0,1,1,0.6,0.78,0.2537,Tue,439,261
1,1,3,13,0,1,1,0.6,0.78,0.19399999999999998,Tue,439,284
1,1,3,14,0,1,2,0.6,0.73,0.1642,Tue,439,248
1,1,3,15,0,1,2,0.62,0.69,0.1045,Tue,439,244
1,1,3,16,0,1,1,0.62,0.66,0.2239,Tue,439,431
1,1,3,17,0,1,1,0.6,0.73,0.19399999999999998,Tue,439,750
1,1,3,18,0,1,1,0.6,0.69,0.2537,Tue,439,801
1,1,3,19,0,1,1,0.58,0.73,0.1343,Tue,439,555
1,1,3,20,0,1,1,0.58,0.68,0.0896,Tue,439,377
1,1,3,21,0,1,1,0.56,0.73,0.0,Tue,439,277
1,1,3,22,0,1,1,0.54,0.77,0.0,Tue,439,188
1,1,3,23,0,1,1,0.52,0.83,0.0,Tue,439,90
2,1,3,0,0,1,1,0.52,0.88,0.0,Wed,439,33
