Age,Overall,Potential,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Jersey Number,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
30,66,66,475000.0,6000.0,1770,1,1.0,4.0,2.0,8,5,14.0,155.0,72.0,70.0,51.0,61.0,65.0,48.0,45.0,48.0,62.0,62.0,73.0,64.0,66.0,52.0,60.0,71.0,61.0,64.0,63.0,58.0,60.0,79.0,53.0,52.0,47.0,65.0,59.0,70.0,60.0,72.0,16.0,11.0,11.0,17.0,13.0,879000.0
18,66,79,1100000.0,1000.0,1793,1,1.0,3.0,3.0,8,2,6.0,155.0,75.0,63.0,54.0,59.0,70.0,48.0,68.0,51.0,44.0,65.0,69.0,73.0,73.0,70.0,62.0,63.0,63.0,82.0,72.0,65.0,52.0,68.0,72.0,58.0,64.0,51.0,66.0,61.0,52.0,44.0,10.0,15.0,14.0,11.0,7.0,2400000.0
17,66,84,1100000.0,10000.0,1760,1,1.0,3.0,2.0,6,2,81.0,156.0,70.0,49.0,56.0,60.0,68.0,39.0,60.0,59.0,51.0,64.0,62.0,76.0,71.0,76.0,65.0,69.0,63.0,56.0,62.0,62.0,58.0,69.0,62.0,43.0,61.0,54.0,60.0,65.0,68.0,66.0,10.0,5.0,12.0,12.0,7.0,2800000.0
22,66,73,900000.0,1000.0,1732,1,1.0,3.0,3.0,8,2,28.0,174.0,70.0,43.0,63.0,50.0,66.0,45.0,65.0,30.0,47.0,60.0,68.0,71.0,67.0,62.0,64.0,67.0,68.0,76.0,78.0,78.0,65.0,63.0,64.0,62.0,62.0,35.0,58.0,58.0,57.0,47.0,13.0,11.0,7.0,8.0,12.0,1400000.0
27,66,66,525000.0,5000.0,1815,0,1.0,2.0,3.0,8,5,77.0,183.0,74.0,65.0,31.0,67.0,62.0,58.0,64.0,66.0,60.0,57.0,64.0,67.0,67.0,65.0,65.0,62.0,71.0,68.0,64.0,68.0,66.0,79.0,65.0,58.0,60.0,45.0,63.0,66.0,66.0,61.0,13.0,14.0,11.0,9.0,11.0,1100000.0
26,66,67,750000.0,2000.0,1682,1,1.0,3.0,3.0,1,5,26.0,183.0,77.0,57.0,61.0,44.0,62.0,55.0,67.0,66.0,33.0,50.0,66.0,85.0,85.0,78.0,64.0,71.0,60.0,59.0,65.0,73.0,59.0,44.0,31.0,64.0,62.0,59.0,58.0,38.0,29.0,33.0,15.0,13.0,11.0,13.0,10.0,994000.0
25,66,68,775000.0,6000.0,1703,1,1.0,3.0,3.0,8,5,22.0,180.0,68.0,66.0,56.0,50.0,61.0,37.0,67.0,65.0,61.0,53.0,65.0,84.0,84.0,82.0,63.0,85.0,67.0,73.0,62.0,57.0,49.0,52.0,33.0,66.0,64.0,38.0,62.0,52.0,32.0,26.0,6.0,12.0,6.0,15.0,14.0,1300000.0
23,66,70,700000.0,2000.0,1690,1,1.0,3.0,2.0,6,8,20.0,156.0,78.0,48.0,38.0,48.0,64.0,39.0,59.0,41.0,42.0,56.0,60.0,59.0,65.0,61.0,57.0,63.0,71.0,65.0,76.0,80.0,52.0,80.0,61.0,59.0,56.0,49.0,60.0,61.0,74.0,65.0,7.0,12.0,6.0,8.0,8.0,1100000.0
20,66,77,1100000.0,3000.0,1743,1,1.0,3.0,2.0,2,2,39.0,180.0,75.0,60.0,58.0,45.0,68.0,42.0,68.0,40.0,56.0,65.0,62.0,76.0,76.0,76.0,62.0,77.0,63.0,66.0,74.0,61.0,50.0,56.0,49.0,65.0,64.0,49.0,59.0,44.0,57.0,55.0,12.0,7.0,14.0,14.0,12.0,1900000.0
18,66,78,1100000.0,1000.0,1686,1,1.0,3.0,3.0,8,2,36.0,156.0,75.0,46.0,46.0,55.0,68.0,41.0,65.0,50.0,44.0,67.0,68.0,69.0,57.0,59.0,63.0,67.0,60.0,56.0,65.0,63.0,44.0,61.0,66.0,64.0,64.0,46.0,58.0,63.0,63.0,58.0,6.0,11.0,7.0,14.0,10.0,1700000.0
32,66,66,375000.0,3000.0,1675,1,1.0,4.0,2.0,8,5,16.0,180.0,76.0,57.0,37.0,66.0,62.0,19.0,55.0,48.0,49.0,58.0,55.0,62.0,64.0,58.0,64.0,60.0,62.0,80.0,64.0,74.0,57.0,68.0,63.0,43.0,54.0,59.0,60.0,63.0,64.0,64.0,15.0,9.0,7.0,8.0,7.0,619000.0
26,66,68,775000.0,2000.0,1662,1,1.0,2.0,3.0,8,2,12.0,180.0,67.0,60.0,29.0,57.0,72.0,32.0,64.0,33.0,39.0,68.0,67.0,63.0,52.0,69.0,64.0,74.0,53.0,55.0,73.0,48.0,43.0,73.0,66.0,62.0,57.0,43.0,67.0,62.0,68.0,64.0,12.0,14.0,9.0,7.0,10.0,1400000.0
28,66,66,675000.0,7000.0,1683,1,1.0,3.0,3.0,8,5,10.0,156.0,75.0,57.0,68.0,58.0,61.0,59.0,67.0,58.0,40.0,51.0,66.0,67.0,69.0,69.0,60.0,66.0,67.0,82.0,73.0,73.0,71.0,41.0,15.0,65.0,58.0,67.0,55.0,54.0,19.0,19.0,13.0,14.0,10.0,11.0,15.0,1100000.0
29,66,66,500000.0,4000.0,1355,1,1.0,3.0,2.0,6,5,3.0,186.0,78.0,25.0,17.0,70.0,45.0,29.0,25.0,27.0,28.0,33.0,35.0,59.0,61.0,39.0,66.0,48.0,33.0,79.0,74.0,83.0,22.0,70.0,65.0,24.0,33.0,34.0,57.0,62.0,64.0,62.0,9.0,6.0,13.0,9.0,6.0,625000.0
29,66,66,500000.0,1000.0,1650,0,1.0,3.0,2.0,6,5,6.0,155.0,71.0,45.0,33.0,63.0,64.0,34.0,57.0,36.0,34.0,63.0,61.0,54.0,56.0,58.0,54.0,58.0,57.0,76.0,75.0,70.0,49.0,60.0,69.0,39.0,56.0,54.0,62.0,72.0,70.0,65.0,13.0,9.0,16.0,16.0,14.0,675000.0
25,66,68,650000.0,2000.0,1625,0,1.0,3.0,3.0,8,5,23.0,180.0,77.0,68.0,22.0,48.0,64.0,25.0,68.0,45.0,34.0,64.0,66.0,66.0,69.0,76.0,65.0,73.0,66.0,63.0,78.0,59.0,29.0,55.0,61.0,37.0,56.0,33.0,61.0,67.0,65.0,62.0,10.0,8.0,9.0,8.0,6.0,991000.0
30,66,66,600000.0,3000.0,1711,0,1.0,4.0,3.0,2,5,21.0,156.0,75.0,67.0,63.0,60.0,61.0,66.0,66.0,59.0,54.0,51.0,69.0,56.0,70.0,75.0,64.0,56.0,62.0,83.0,70.0,74.0,58.0,55.0,37.0,68.0,74.0,69.0,76.0,20.0,36.0,21.0,7.0,11.0,8.0,9.0,12.0,750000.0
22,66,71,725000.0,3000.0,1794,1,1.0,3.0,3.0,8,2,8.0,186.0,68.0,57.0,61.0,54.0,70.0,49.0,63.0,56.0,56.0,68.0,65.0,73.0,70.0,74.0,59.0,75.0,57.0,67.0,77.0,68.0,64.0,69.0,60.0,63.0,65.0,40.0,66.0,62.0,59.0,58.0,8.0,7.0,8.0,6.0,6.0,1300000.0
26,66,66,550000.0,4000.0,1599,1,1.0,3.0,2.0,6,5,19.0,155.0,77.0,55.0,34.0,45.0,70.0,22.0,33.0,26.0,49.0,54.0,45.0,58.0,52.0,56.0,68.0,68.0,52.0,72.0,64.0,68.0,40.0,67.0,75.0,24.0,62.0,55.0,63.0,65.0,71.0,71.0,16.0,14.0,15.0,18.0,15.0,1000000.0
27,66,67,600000.0,2000.0,1835,1,1.0,4.0,3.0,0,5,12.0,186.0,82.0,60.0,55.0,72.0,65.0,40.0,67.0,59.0,39.0,59.0,67.0,55.0,65.0,56.0,65.0,58.0,76.0,76.0,68.0,73.0,62.0,72.0,66.0,60.0,59.0,49.0,62.0,64.0,65.0,65.0,23.0,17.0,18.0,23.0,17.0,945000.0
30,66,66,475000.0,4000.0,1754,1,1.0,3.0,2.0,8,5,15.0,183.0,76.0,62.0,41.0,62.0,65.0,47.0,52.0,54.0,54.0,53.0,62.0,66.0,61.0,47.0,58.0,53.0,71.0,61.0,74.0,81.0,56.0,76.0,66.0,48.0,52.0,62.0,61.0,72.0,71.0,63.0,11.0,8.0,19.0,9.0,17.0,903000.0
23,66,72,875000.0,2000.0,1719,1,1.0,3.0,3.0,2,5,12.0,180.0,71.0,62.0,65.0,47.0,67.0,43.0,65.0,65.0,53.0,63.0,65.0,72.0,73.0,75.0,65.0,75.0,64.0,61.0,71.0,65.0,59.0,57.0,54.0,66.0,65.0,24.0,58.0,25.0,59.0,46.0,6.0,7.0,13.0,14.0,8.0,1300000.0
22,66,72,875000.0,3000.0,1613,1,1.0,3.0,3.0,8,5,30.0,171.0,63.0,51.0,47.0,41.0,67.0,53.0,73.0,58.0,53.0,59.0,72.0,70.0,64.0,89.0,61.0,89.0,72.0,55.0,55.0,37.0,40.0,47.0,26.0,66.0,61.0,53.0,59.0,30.0,39.0,41.0,6.0,14.0,8.0,6.0,10.0,2000000.0
31,66,66,425000.0,4000.0,1710,1,1.0,3.0,2.0,2,8,15.0,155.0,77.0,51.0,49.0,69.0,62.0,39.0,61.0,37.0,44.0,58.0,53.0,69.0,73.0,69.0,61.0,68.0,54.0,65.0,82.0,70.0,40.0,74.0,67.0,52.0,45.0,46.0,51.0,65.0,66.0,68.0,13.0,8.0,13.0,10.0,9.0,616000.0
21,66,71,750000.0,1000.0,1679,1,1.0,4.0,3.0,8,5,97.0,155.0,75.0,50.0,47.0,55.0,74.0,39.0,66.0,46.0,42.0,69.0,74.0,66.0,71.0,61.0,66.0,58.0,59.0,49.0,70.0,65.0,46.0,65.0,63.0,58.0,61.0,38.0,56.0,55.0,55.0,65.0,12.0,6.0,8.0,12.0,8.0,1700000.0
34,66,66,325000.0,1000.0,1896,1,1.0,3.0,3.0,2,5,5.0,183.0,75.0,66.0,49.0,59.0,67.0,59.0,64.0,58.0,61.0,59.0,65.0,77.0,75.0,73.0,64.0,66.0,68.0,68.0,76.0,71.0,66.0,68.0,65.0,65.0,65.0,59.0,62.0,62.0,64.0,68.0,16.0,14.0,15.0,12.0,12.0,439000.0
32,66,66,375000.0,1000.0,1354,1,1.0,2.0,2.0,6,5,5.0,189.0,87.0,25.0,26.0,60.0,44.0,24.0,35.0,11.0,23.0,44.0,45.0,49.0,50.0,32.0,60.0,38.0,56.0,82.0,67.0,90.0,38.0,70.0,62.0,20.0,28.0,27.0,69.0,72.0,66.0,54.0,15.0,15.0,7.0,8.0,11.0,581000.0
19,66,83,1400000.0,6000.0,1572,1,1.0,3.0,3.0,8,5,20.0,183.0,71.0,34.0,63.0,57.0,60.0,58.0,68.0,50.0,35.0,51.0,63.0,85.0,87.0,70.0,57.0,59.0,68.0,67.0,63.0,70.0,63.0,57.0,17.0,60.0,53.0,60.0,53.0,18.0,24.0,16.0,8.0,6.0,9.0,5.0,11.0,3000000.0
27,66,66,525000.0,2000.0,1729,0,1.0,3.0,3.0,2,2,27.0,189.0,80.0,66.0,31.0,65.0,68.0,26.0,66.0,64.0,63.0,71.0,65.0,57.0,69.0,63.0,61.0,59.0,61.0,70.0,67.0,83.0,48.0,72.0,66.0,42.0,38.0,34.0,50.0,64.0,66.0,63.0,9.0,11.0,14.0,16.0,11.0,788000.0
35,66,66,150000.0,2000.0,1820,1,2.0,3.0,2.0,6,2,2.0,155.0,75.0,49.0,57.0,69.0,70.0,59.0,60.0,55.0,48.0,60.0,65.0,61.0,67.0,63.0,63.0,68.0,77.0,74.0,73.0,72.0,64.0,75.0,60.0,63.0,57.0,63.0,68.0,63.0,64.0,63.0,8.0,6.0,8.0,6.0,10.0,225000.0
24,66,74,825000.0,7000.0,1654,1,1.0,3.0,2.0,8,5,20.0,189.0,79.0,65.0,30.0,67.0,62.0,33.0,62.0,55.0,33.0,52.0,66.0,70.0,72.0,66.0,58.0,51.0,45.0,74.0,76.0,82.0,36.0,66.0,55.0,54.0,35.0,38.0,64.0,65.0,64.0,64.0,8.0,13.0,9.0,15.0,13.0,1400000.0
20,66,82,1300000.0,8000.0,1699,0,1.0,3.0,3.0,2,5,3.0,174.0,64.0,66.0,35.0,45.0,60.0,34.0,68.0,58.0,52.0,38.0,66.0,86.0,79.0,76.0,59.0,82.0,46.0,70.0,66.0,59.0,38.0,62.0,62.0,57.0,51.0,43.0,60.0,56.0,64.0,68.0,13.0,15.0,12.0,8.0,5.0,3200000.0
26,66,67,750000.0,1000.0,1588,1,1.0,3.0,3.0,8,5,27.0,183.0,80.0,67.0,60.0,42.0,66.0,39.0,66.0,42.0,44.0,64.0,64.0,73.0,72.0,63.0,61.0,67.0,55.0,61.0,68.0,64.0,46.0,39.0,28.0,60.0,64.0,48.0,64.0,38.0,42.0,40.0,11.0,10.0,11.0,7.0,6.0,1100000.0
25,66,71,700000.0,2000.0,1728,0,1.0,2.0,3.0,8,5,28.0,180.0,60.0,58.0,44.0,51.0,61.0,39.0,64.0,50.0,39.0,49.0,63.0,74.0,79.0,76.0,64.0,80.0,59.0,67.0,75.0,61.0,42.0,69.0,62.0,53.0,51.0,44.0,59.0,65.0,67.0,63.0,15.0,13.0,14.0,6.0,11.0,1100000.0
27,66,66,675000.0,4000.0,1532,1,1.0,3.0,3.0,2,5,7.0,155.0,69.0,60.0,63.0,42.0,64.0,55.0,70.0,40.0,38.0,35.0,67.0,71.0,72.0,67.0,66.0,69.0,67.0,37.0,76.0,51.0,55.0,34.0,15.0,67.0,58.0,48.0,65.0,40.0,24.0,27.0,14.0,14.0,11.0,6.0,9.0,979000.0
26,66,69,825000.0,2000.0,1731,1,1.0,3.0,2.0,1,5,9.0,180.0,70.0,55.0,70.0,59.0,58.0,66.0,64.0,59.0,61.0,43.0,62.0,75.0,78.0,81.0,60.0,74.0,67.0,72.0,71.0,72.0,64.0,62.0,41.0,62.0,49.0,63.0,60.0,41.0,24.0,25.0,11.0,7.0,15.0,7.0,13.0,1500000.0
29,66,66,650000.0,2000.0,1678,1,1.0,4.0,3.0,2,5,77.0,180.0,70.0,40.0,66.0,58.0,59.0,63.0,66.0,53.0,25.0,36.0,63.0,88.0,90.0,90.0,60.0,79.0,67.0,88.0,73.0,60.0,60.0,58.0,24.0,63.0,48.0,69.0,56.0,28.0,23.0,26.0,13.0,13.0,8.0,15.0,6.0,813000.0
21,66,71,875000.0,4000.0,1782,1,1.0,4.0,3.0,8,2,29.0,168.0,67.0,63.0,63.0,41.0,62.0,54.0,69.0,61.0,51.0,63.0,72.0,77.0,70.0,90.0,58.0,95.0,59.0,82.0,67.0,32.0,60.0,60.0,52.0,56.0,58.0,53.0,58.0,49.0,52.0,50.0,8.0,15.0,13.0,11.0,16.0,1500000.0
22,66,74,950000.0,2000.0,1649,0,1.0,3.0,3.0,7,2,17.0,186.0,75.0,65.0,67.0,48.0,58.0,62.0,68.0,68.0,69.0,52.0,69.0,76.0,78.0,68.0,54.0,58.0,66.0,53.0,61.0,59.0,67.0,32.0,15.0,56.0,61.0,60.0,53.0,52.0,23.0,25.0,15.0,14.0,15.0,7.0,8.0,1400000.0
22,66,73,900000.0,3000.0,1817,1,1.0,3.0,2.0,8,2,8.0,156.0,69.0,59.0,48.0,54.0,67.0,71.0,61.0,64.0,64.0,65.0,65.0,62.0,71.0,73.0,68.0,73.0,75.0,57.0,77.0,63.0,73.0,64.0,62.0,59.0,68.0,41.0,66.0,56.0,57.0,55.0,15.0,8.0,8.0,8.0,6.0,1300000.0
22,66,74,825000.0,7000.0,1503,1,1.0,3.0,2.0,8,5,31.0,189.0,70.0,26.0,13.0,70.0,63.0,45.0,47.0,40.0,30.0,70.0,60.0,41.0,39.0,45.0,53.0,65.0,70.0,75.0,54.0,73.0,68.0,63.0,61.0,20.0,54.0,38.0,58.0,70.0,65.0,61.0,4.0,5.0,6.0,4.0,5.0,1900000.0
27,66,66,675000.0,4000.0,1732,1,1.0,2.0,3.0,2,5,7.0,180.0,73.0,61.0,63.0,56.0,58.0,63.0,71.0,53.0,58.0,50.0,66.0,79.0,82.0,77.0,58.0,78.0,61.0,48.0,69.0,74.0,62.0,66.0,45.0,63.0,59.0,56.0,64.0,23.0,39.0,37.0,15.0,8.0,12.0,15.0,7.0,1200000.0
26,66,69,825000.0,4000.0,1711,1,1.0,3.0,2.0,2,5,9.0,186.0,73.0,32.0,65.0,66.0,54.0,61.0,62.0,37.0,34.0,64.0,59.0,68.0,71.0,63.0,61.0,66.0,68.0,75.0,92.0,84.0,58.0,86.0,33.0,67.0,62.0,65.0,61.0,18.0,45.0,41.0,6.0,15.0,11.0,11.0,11.0,1500000.0
29,66,66,650000.0,3000.0,1593,0,1.0,3.0,2.0,1,5,9.0,192.0,83.0,40.0,65.0,68.0,65.0,56.0,59.0,57.0,55.0,44.0,64.0,55.0,63.0,57.0,58.0,56.0,70.0,52.0,71.0,77.0,62.0,63.0,36.0,65.0,57.0,62.0,62.0,21.0,23.0,22.0,14.0,7.0,13.0,8.0,8.0,813000.0
22,66,72,750000.0,1000.0,1787,1,1.0,3.0,3.0,2,5,17.0,183.0,75.0,68.0,59.0,53.0,63.0,45.0,58.0,66.0,51.0,65.0,63.0,88.0,79.0,68.0,64.0,71.0,51.0,59.0,68.0,63.0,55.0,70.0,61.0,58.0,59.0,50.0,56.0,60.0,63.0,62.0,10.0,7.0,12.0,6.0,12.0,1200000.0
32,66,66,350000.0,2000.0,1818,1,1.0,3.0,3.0,2,5,28.0,156.0,74.0,67.0,53.0,59.0,67.0,37.0,68.0,65.0,56.0,58.0,69.0,58.0,64.0,70.0,57.0,80.0,64.0,65.0,74.0,64.0,59.0,71.0,65.0,64.0,62.0,60.0,59.0,54.0,66.0,69.0,15.0,9.0,7.0,14.0,8.0,473000.0
30,66,66,475000.0,6000.0,1773,1,1.0,3.0,2.0,6,2,15.0,156.0,75.0,75.0,45.0,68.0,66.0,42.0,50.0,45.0,75.0,65.0,68.0,75.0,49.0,56.0,63.0,57.0,60.0,59.0,72.0,61.0,67.0,68.0,65.0,41.0,50.0,68.0,58.0,74.0,63.0,57.0,15.0,18.0,11.0,14.0,11.0,879000.0
33,66,66,400000.0,4000.0,1724,1,1.0,3.0,2.0,8,5,11.0,183.0,78.0,62.0,66.0,62.0,65.0,64.0,65.0,58.0,49.0,61.0,62.0,66.0,71.0,66.0,71.0,61.0,70.0,60.0,63.0,67.0,62.0,48.0,43.0,71.0,63.0,61.0,64.0,42.0,39.0,29.0,7.0,16.0,11.0,13.0,10.0,620000.0
23,66,71,725000.0,2000.0,1460,0,1.0,3.0,2.0,6,5,23.0,195.0,85.0,31.0,17.0,65.0,31.0,40.0,30.0,27.0,30.0,29.0,48.0,74.0,78.0,71.0,62.0,35.0,35.0,80.0,69.0,84.0,25.0,70.0,65.0,53.0,39.0,33.0,57.0,57.0,69.0,67.0,14.0,8.0,6.0,6.0,12.0,1000000.0
29,66,66,500000.0,1000.0,1844,1,1.0,3.0,3.0,8,5,6.0,180.0,72.0,61.0,42.0,54.0,67.0,70.0,64.0,66.0,69.0,65.0,66.0,67.0,63.0,68.0,66.0,80.0,73.0,72.0,51.0,67.0,71.0,88.0,65.0,46.0,62.0,59.0,71.0,58.0,66.0,65.0,7.0,7.0,6.0,7.0,6.0,1100000.0
28,66,66,650000.0,3000.0,1875,1,1.0,4.0,3.0,8,2,25.0,156.0,72.0,65.0,65.0,67.0,67.0,64.0,64.0,59.0,60.0,66.0,66.0,69.0,69.0,71.0,60.0,59.0,67.0,71.0,82.0,66.0,69.0,64.0,35.0,64.0,62.0,69.0,57.0,64.0,66.0,61.0,11.0,10.0,13.0,15.0,15.0,943000.0
23,66,69,825000.0,2000.0,1600,0,1.0,3.0,3.0,7,5,7.0,183.0,77.0,59.0,59.0,41.0,61.0,46.0,70.0,55.0,43.0,44.0,67.0,81.0,80.0,68.0,64.0,67.0,70.0,55.0,64.0,69.0,40.0,51.0,24.0,65.0,59.0,54.0,49.0,25.0,30.0,24.0,6.0,16.0,14.0,15.0,14.0,1300000.0
20,66,78,1100000.0,2000.0,1629,1,1.0,3.0,2.0,3,2,36.0,183.0,75.0,55.0,32.0,49.0,69.0,30.0,58.0,37.0,33.0,66.0,60.0,53.0,31.0,65.0,67.0,59.0,62.0,51.0,74.0,74.0,62.0,62.0,63.0,64.0,69.0,43.0,55.0,61.0,60.0,56.0,14.0,10.0,13.0,14.0,13.0,1700000.0
26,66,66,550000.0,3000.0,1624,1,1.0,2.0,2.0,6,5,2.0,174.0,69.0,70.0,30.0,37.0,67.0,28.0,55.0,34.0,31.0,60.0,59.0,80.0,82.0,82.0,63.0,75.0,21.0,72.0,74.0,78.0,22.0,76.0,60.0,51.0,37.0,37.0,49.0,56.0,69.0,62.0,14.0,14.0,10.0,9.0,9.0,688000.0
28,66,66,525000.0,1000.0,1630,1,1.0,4.0,2.0,8,8,19.0,189.0,84.0,39.0,60.0,49.0,70.0,30.0,62.0,32.0,38.0,70.0,64.0,59.0,55.0,60.0,66.0,56.0,42.0,54.0,57.0,79.0,58.0,72.0,62.0,64.0,62.0,43.0,60.0,60.0,60.0,62.0,12.0,6.0,11.0,6.0,10.0,761000.0
34,66,66,200000.0,3000.0,1387,0,1.0,2.0,2.0,8,5,39.0,189.0,82.0,28.0,39.0,74.0,50.0,37.0,38.0,38.0,38.0,48.0,54.0,36.0,39.0,53.0,51.0,45.0,39.0,49.0,33.0,78.0,31.0,66.0,63.0,33.0,46.0,42.0,57.0,71.0,67.0,64.0,6.0,7.0,11.0,7.0,6.0,300000.0
24,66,70,700000.0,2000.0,1390,0,1.0,3.0,2.0,8,5,2.0,192.0,88.0,30.0,30.0,60.0,54.0,20.0,31.0,22.0,23.0,41.0,43.0,50.0,41.0,48.0,56.0,66.0,50.0,83.0,62.0,88.0,26.0,51.0,68.0,35.0,27.0,34.0,63.0,62.0,70.0,69.0,14.0,9.0,11.0,8.0,8.0,928000.0
29,66,66,500000.0,2000.0,1426,1,1.0,3.0,2.0,6,5,3.0,183.0,75.0,22.0,18.0,63.0,56.0,23.0,41.0,43.0,27.0,46.0,56.0,42.0,51.0,46.0,56.0,42.0,43.0,68.0,71.0,82.0,42.0,68.0,61.0,33.0,31.0,37.0,42.0,68.0,68.0,61.0,14.0,14.0,10.0,14.0,9.0,625000.0
21,66,79,1200000.0,4000.0,1667,1,1.0,3.0,3.0,8,5,27.0,155.0,71.0,69.0,50.0,48.0,65.0,48.0,70.0,72.0,44.0,66.0,70.0,72.0,70.0,68.0,67.0,70.0,62.0,33.0,45.0,37.0,47.0,59.0,46.0,59.0,64.0,70.0,57.0,48.0,52.0,54.0,8.0,10.0,5.0,6.0,13.0,2900000.0
31,66,66,425000.0,1000.0,1447,0,1.0,3.0,2.0,8,2,4.0,189.0,77.0,42.0,36.0,65.0,60.0,24.0,30.0,22.0,29.0,49.0,32.0,55.0,57.0,62.0,66.0,55.0,34.0,75.0,74.0,78.0,19.0,69.0,61.0,31.0,28.0,37.0,56.0,67.0,67.0,59.0,8.0,16.0,14.0,13.0,13.0,574000.0
20,66,79,1100000.0,3000.0,1725,1,1.0,3.0,3.0,8,2,36.0,155.0,72.0,55.0,49.0,60.0,73.0,45.0,68.0,47.0,41.0,67.0,70.0,70.0,61.0,79.0,63.0,77.0,55.0,75.0,67.0,60.0,45.0,62.0,61.0,52.0,57.0,32.0,58.0,64.0,65.0,65.0,12.0,9.0,5.0,9.0,5.0,2400000.0
24,66,70,700000.0,3000.0,1617,0,1.0,2.0,2.0,8,5,3.0,183.0,75.0,62.0,22.0,65.0,61.0,40.0,60.0,47.0,30.0,57.0,65.0,66.0,62.0,58.0,59.0,64.0,55.0,67.0,74.0,68.0,23.0,65.0,66.0,57.0,36.0,50.0,68.0,65.0,66.0,68.0,5.0,8.0,7.0,13.0,6.0,1100000.0
27,66,66,650000.0,2000.0,1806,1,1.0,4.0,3.0,8,5,23.0,180.0,72.0,61.0,56.0,51.0,71.0,57.0,61.0,61.0,62.0,62.0,67.0,69.0,67.0,85.0,69.0,83.0,62.0,71.0,75.0,54.0,62.0,57.0,63.0,49.0,65.0,50.0,70.0,65.0,58.0,42.0,11.0,7.0,11.0,7.0,15.0,943000.0
21,66,76,900000.0,1000.0,1638,0,1.0,2.0,2.0,8,5,18.0,177.0,68.0,59.0,29.0,57.0,63.0,31.0,56.0,36.0,53.0,53.0,56.0,92.0,90.0,83.0,64.0,78.0,28.0,78.0,86.0,44.0,32.0,59.0,65.0,48.0,42.0,37.0,60.0,51.0,53.0,57.0,11.0,11.0,13.0,9.0,14.0,1400000.0
20,66,80,1300000.0,3000.0,1652,0,1.0,3.0,3.0,6,5,32.0,174.0,63.0,62.0,34.0,59.0,53.0,35.0,69.0,38.0,33.0,55.0,68.0,78.0,73.0,77.0,67.0,68.0,39.0,57.0,69.0,59.0,37.0,56.0,57.0,59.0,48.0,44.0,62.0,64.0,70.0,66.0,13.0,13.0,14.0,12.0,6.0,2700000.0
29,66,66,625000.0,2000.0,1785,1,1.0,4.0,2.0,1,5,13.0,155.0,72.0,63.0,63.0,62.0,62.0,56.0,66.0,59.0,56.0,61.0,62.0,76.0,74.0,83.0,61.0,77.0,65.0,83.0,77.0,76.0,63.0,53.0,52.0,67.0,55.0,62.0,59.0,21.0,34.0,32.0,13.0,13.0,9.0,16.0,13.0,781000.0
24,66,70,700000.0,1000.0,1668,1,1.0,2.0,3.0,6,5,21.0,171.0,73.0,61.0,42.0,47.0,68.0,32.0,64.0,35.0,33.0,62.0,68.0,59.0,59.0,70.0,54.0,70.0,60.0,59.0,72.0,71.0,49.0,70.0,59.0,54.0,48.0,40.0,59.0,75.0,66.0,64.0,11.0,7.0,9.0,15.0,15.0,998000.0
20,66,74,825000.0,2000.0,1694,1,1.0,2.0,2.0,8,5,10.0,155.0,70.0,43.0,43.0,60.0,68.0,31.0,62.0,40.0,40.0,66.0,65.0,60.0,63.0,65.0,63.0,68.0,47.0,80.0,84.0,65.0,55.0,62.0,63.0,63.0,62.0,42.0,62.0,60.0,61.0,57.0,10.0,8.0,12.0,11.0,15.0,1300000.0
26,66,66,700000.0,3000.0,1764,1,1.0,3.0,3.0,8,5,19.0,180.0,66.0,66.0,60.0,55.0,70.0,64.0,67.0,74.0,67.0,62.0,69.0,65.0,50.0,74.0,64.0,78.0,68.0,58.0,66.0,51.0,62.0,52.0,44.0,63.0,66.0,60.0,65.0,54.0,44.0,23.0,12.0,14.0,13.0,16.0,13.0,1100000.0
31,66,66,575000.0,2000.0,1663,0,1.0,4.0,3.0,8,5,8.0,180.0,68.0,67.0,62.0,52.0,66.0,33.0,62.0,79.0,36.0,59.0,60.0,66.0,74.0,67.0,69.0,65.0,36.0,59.0,71.0,69.0,50.0,61.0,44.0,69.0,67.0,58.0,62.0,52.0,27.0,34.0,7.0,6.0,6.0,15.0,15.0,1000000.0
28,66,66,675000.0,3000.0,1792,1,1.0,4.0,3.0,8,5,21.0,180.0,73.0,57.0,67.0,50.0,66.0,61.0,71.0,51.0,49.0,62.0,67.0,73.0,72.0,71.0,63.0,73.0,66.0,62.0,65.0,65.0,68.0,61.0,46.0,66.0,72.0,62.0,60.0,15.0,64.0,67.0,13.0,14.0,11.0,6.0,16.0,911000.0
